Price,Close,High,Low,Open,Volume
Ticker,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS
Date,,,,,
2015-06-22,213.8964385986328,217.56310757604194,212.77485689911464,215.0287899243495,19394187
2015-06-23,214.60826110839844,216.2690444964772,213.7455101337003,214.10139743039582,16007498
2015-06-24,213.72393798828125,217.07787117984907,212.80726689494824,214.60825700052484,18603004
2015-06-25,216.66802978515625,217.62783683612793,212.45136069440238,212.88273610586248,27175118
2015-06-26,215.83767700195312,218.7278682049939,214.6945269551365,215.66511817339415,20966796
2015-06-29,213.713134765625,214.36020512509336,209.6474417573692,213.07686283011645,20168946
2015-06-30,215.708251953125,216.3013878250147,213.0984454780706,213.50825289436335,23184864
2015-07-01,216.90533447265625,217.9406299001901,215.90239112736407,215.90239112736407,14824266
2015-07-02,218.02687072753906,219.9464849224223,217.21803999215396,217.6278473727771,15931202
2015-07-03,217.2396240234375,218.66315873551954,216.34452101532162,217.78962378071247,13831096
2015-07-06,219.0406036376953,219.76314778704037,214.65137541722385,214.8455022856604,12237733
2015-07-07,216.38768005371094,219.26708727349657,215.68668949772905,218.05924744476775,11294999
2015-07-08,214.95335388183594,217.56316033506758,213.88570644178205,214.79157908329177,15190654
2015-07-09,212.96902465820312,215.90236616300606,212.05235363821487,214.82392035261478,16245867
2015-07-10,216.0749053955078,216.5494169333633,213.58372342124125,213.7670518616792,16110573
2015-07-13,217.19647216796875,218.38275820763624,214.64058604670007,216.0749046814345,9860248
2015-07-14,215.21214294433594,218.16705227151652,214.65135922939697,217.60626855657756,9942927
2015-07-15,218.0915985107422,218.7925746655609,215.58963225039403,215.6327683585121,13532911
2015-07-16,220.79844665527344,221.68276560890183,218.0915840607122,218.2749125080673,14854295
2015-07-17,220.3670654296875,222.405303941404,219.5690331053919,221.13276007378454,10195142
2015-07-20,221.02491760253906,222.14648509448594,219.5474628571846,221.68275758183316,6348354
2015-07-21,217.3690185546875,221.8229508615277,216.27980313588535,221.72589462779453,7923338
2015-07-22,226.55728149414062,227.32296173340805,216.67882577991844,216.76509798739664,17309440
2015-07-23,225.45729064941406,230.32101611253134,224.57297169324767,227.2259141638479,18642915
2015-07-24,221.08963012695312,226.39551506164375,220.23766325086987,226.0396421926638,13099664
2015-07-27,216.84060668945312,222.13572230140866,216.06414235077094,221.05729081007794,20118553
2015-07-28,217.89749145507812,219.28865977235944,215.70826192402177,217.47689999254413,13382878
2015-07-29,214.8239288330078,218.42590889815096,213.98276036088097,217.73570240042204,14790821
2015-07-30,215.71900939941406,217.4121589899573,214.02587420676863,215.70822537394304,11701228
2015-07-31,216.08567810058594,217.3905883607982,213.52979210477474,215.6866547649923,16634259
2015-08-03,216.21510314941406,218.67393310756034,215.55726315463897,215.90236639024334,9887787
2015-08-04,213.0984344482422,216.90531089473407,211.37294705588226,216.42001531596114,12006872
2015-08-05,213.0445098876953,215.8592270656382,212.25724719262516,213.1523501478697,14345010
2015-08-06,211.146484375,213.96120182832678,210.833747589897,213.74550688897648,8708037
2015-08-07,212.31118774414062,214.39256241615172,210.7582303619759,211.15725373384046,8608888
2015-08-10,208.9788055419922,213.2709628469259,208.02978250822144,212.34352226191598,9288894
2015-08-11,208.3533172607422,210.00331634222698,206.62781560348682,209.43174859757792,8762464
2015-08-12,203.37095642089844,208.35332021000772,202.86409282153707,207.8356725850833,9650325
2015-08-13,201.3111572265625,205.75430550029404,200.45919038047677,204.2552826991285,9340350
2015-08-14,208.55821228027344,209.64742763487752,201.51604216612088,202.79938437464793,12739366
